grad,gpa,app,res
"华南农业大学","3.57","曼彻斯特大学
The University of Manchester","申请失败"
"陕西理工大学","2.74","纽卡斯尔大学
Newcastle University","申请成功"
"湖北大学","85.62","伦敦大学国王学院
King’s College London","申请成功"
"哈德斯菲尔德大学","2.1","萨塞克斯大学
University of Sussex","申请成功"
"","86","伯明翰大学
University of Birmingham","申请成功"
"哈尔滨商业大学","77","阿伯丁大学
The University of Aberdeen","申请成功"
"逢甲大学","4","南安普顿大学
University of Southampton","申请成功"
"重庆人文科技学院","73","伯恩茅斯大学
Bournemouth University","申请成功"
"","83.07","南安普顿大学
University of Southampton","申请失败"
"Jiangxi University of Finance and Economics","申请时无均分成绩","布里斯托大学
University of Bristol","申请失败"
"","65","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请失败"
"广东技术师范学院天河学院","72.18","贝尔法斯特女王大学
Queen＇s University Belfast","申请失败"
"兰卡斯特大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"广东工业大学","84.27","利兹大学
University of Leeds","申请失败"
"东北财经大学","3.3","利兹大学
University of Leeds","申请成功"
"朴次茅斯大学","申请时无海外学生成绩","利物浦大学
University of Liverpool","申请失败"
"江西财经大学","84.4","利兹大学
University of Leeds","申请失败"
"内蒙古大学","84.28","昆士兰大学
The University of Queensland","申请成功"
"成均馆大学","85.7","拉夫堡大学
Loughborough University","申请成功"
"河北民族师范学院","86","东英吉利大学
University of East Anglia","申请成功"
"浙江大学城市学院","80","曼彻斯特大学
The University of Manchester","申请失败"
"天津大学","80","曼彻斯特大学
The University of Manchester","申请成功"
"赫尔大学","申请时无合办项目成绩","利物浦大学
University of Liverpool","申请成功"
"Xidian University","申请时无均分成绩","爱丁堡大学
The University of Edinburgh","申请成功"
"山东财经大学","3.05","奥克兰大学
The University of Auckland","申请失败"
"西安建筑科技大学","3","谢菲尔德大学
The University of Sheffield","申请成功"
"北安普敦大学","申请时无均分成绩","萨里大学
University of Surrey","申请成功"
"北京理工大学","82.84","曼彻斯特大学
The University of Manchester","申请成功"
"北京服装学院","88.2","曼彻斯特大学
The University of Manchester","申请成功"
"南昌大学","80","曼彻斯特大学
The University of Manchester","申请成功"
"中山大学","3.5","伦敦大学国王学院
King’s College London","申请失败"
"中国传媒大学南广学院","申请时无均分成绩","利兹大学
University of Leeds","申请失败"
"南京师范大学","87.15","伯明翰大学
University of Birmingham","申请成功"
"北京工商大学","91.6","格拉斯哥大学
University of Glasgow","申请成功"
"Beijing University of Chemical Technology","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"朴次茅斯大学","申请时无海外学生成绩","利兹大学
University of Leeds","申请成功"
"哈德斯菲尔德大学","72","拉夫堡大学
Loughborough University","申请成功"
"北京第二外国语学院","83.42","斯旺西大学
Swansea University","申请成功"
"无锡城市职业技术学院","3.45","谢菲尔德哈勒姆大学
Sheffield Hallam University","申请成功"
"约克大学","61.5","爱丁堡大学
The University of Edinburgh","申请成功"
"广东财经大学","78","卡迪夫大学
Cardiff University","申请成功"
"东南大学","3.15","伦敦大学国王学院
King’s College London","申请失败"
"","3.63","曼彻斯特大学
The University of Manchester","申请失败"
"亚利桑那州立大学","3.83","威斯敏斯特大学
University of Westminster","申请成功"
"四川外国语大学","78.81","纽卡斯尔大学
Newcastle University","申请成功"
"武汉科技大学城市学院","3.89","伦敦大学皇家霍洛威学院
Royal Holloway, University of London","申请成功"
"中南林业科技大学","80","南安普顿大学
University of Southampton","申请失败"
"上海外国语大学贤达经济人文学院","82","悉尼大学
The University of Sydney","申请失败"
"郑州大学","3.4","利兹大学
University of Leeds","申请成功"
"宁波诺丁汉大学","60","曼彻斯特大学
The University of Manchester","申请成功"
"西北政法大学","3.11","谢菲尔德大学
The University of Sheffield","申请成功"
"中山大学南方学院","78.87","莱斯特大学
University of Leicester","申请成功"
"朴次茅斯大学","申请时无均分成绩","南安普顿大学
University of Southampton","申请失败"
"中央财经大学","79.53","利兹大学
University of Leeds","申请失败"
"上海电力学院","86","埃克塞特大学
University of Exeter","申请成功"
"烟台大学","74","斯旺西大学
Swansea University","申请失败"
"北京理工大学珠海学院","3.21","利兹大学
University of Leeds","申请失败"
"普利茅斯大学","申请时无均分成绩","利兹大学
University of Leeds","申请成功"
"南开大学","80","爱丁堡大学
The University of Edinburgh","申请失败"
"山东师范大学","3.11","约克大学
University of York","申请成功"
"利物浦大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请成功"
"中国计量大学","3.07","新南威尔士大学
University of New South Wales","申请成功"
"Parsons The New School For Design","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请成功"
"中国海洋大学","84.2","格拉斯哥大学
University of Glasgow","申请成功"
"南京航空航天大学","84.2","曼彻斯特大学
The University of Manchester","申请成功"
"中山大学南方学院","80","纽卡斯尔大学
Newcastle University","申请成功"
"朴次茅斯大学","63.5","伦敦大学国王学院
King’s College London","申请失败"
"埃塞克斯大学","申请时无海外学生成绩","利兹大学
University of Leeds","申请失败"
"山东大学","79.18","布里斯托大学
University of Bristol","申请失败"
"深圳大学","申请时无均分成绩","拉夫堡大学
Loughborough University","申请失败"
"NORTHUMBRIA UNIVERSITY","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"北京师范大学珠海分校","3.4","纽卡斯尔大学
Newcastle University","申请成功"
"卡迪夫城市大学","申请时无均分成绩","拉夫堡大学
Loughborough University","申请失败"
"普利茅斯大学","申请时无均分成绩","谢菲尔德大学
The University of Sheffield","申请成功"
"北京师范大学-香港浸会大学联合国际学院","2.2","哈德斯费尔德大学
University of Huddersfield","申请成功"
"索尔福德大学","申请时无海外学生成绩","拉夫堡大学
Loughborough University","申请失败"
"福州大学","3.25","伦敦大学国王学院
King’s College London","申请成功"
"Beijing Institute of Technology","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"江南大学","3.15","南澳大学
University of South Australia","申请成功"
"普利茅斯大学","3.52","杜伦大学
Durham University","申请失败"
"兰州理工大学","70","悉尼科技大学
University of Technology, Sydney","申请成功"
"保定职业技术学院","85","埃塞克斯大学
University of Essex","申请成功"
"北京邮电大学","81.74","南安普顿大学
University of Southampton","申请成功"
"陕西科技大学","85","利物浦大学
University of Liverpool","申请成功"
"普利茅斯大学","申请时无均分成绩","南安普顿大学
University of Southampton","申请成功"
"西南石油大学","3.58","利兹大学
University of Leeds","申请失败"
"福州大学","3.41","曼彻斯特大学
The University of Manchester","申请成功"
"南京大学","4","利兹大学
University of Leeds","申请成功"
"中央兰开夏大学","申请时无海外学生成绩","莱斯特大学
University of Leicester","申请成功"
"厦门大学","3","布里斯托大学
University of Bristol","申请失败"
"辽宁科技大学","85.5","墨尔本皇家理工大学
RMIT University","申请成功"
"Huazhong University of Science and Technology","75.1","南安普顿大学
University of Southampton","申请失败"
"湖北经济学院","85","伯明翰大学
University of Birmingham","申请成功"
"","3.7","谢菲尔德大学
The University of Sheffield","申请成功"
"格林威治大学","申请时无合办项目成绩","伯明翰大学
University of Birmingham","申请失败"
"Sichuan University of Science & Engineering","申请时无均分成绩","利兹大学
University of Leeds","申请成功"
"北京第二外国语学院中瑞酒店管理学院","3.73","伦敦大学国王学院
King’s College London","申请失败"
"北京科技大学","3.27","诺丁汉大学
The University of Nottingham","申请成功"
"中国人民大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请成功"
"中国矿业大学","89","谢菲尔德大学
The University of Sheffield","申请成功"
"中央司法警官学院","78","纽卡斯尔大学
Newcastle University","申请失败"
"中央财经大学","70","谢菲尔德大学
The University of Sheffield","申请失败"
"吉林大学珠海学院","3.19","格拉斯哥大学
University of Glasgow","申请失败"
